rank,composite,venue,year,is_seed,cites_cluster,cited_by_seed,indegree,cited_by_count,lex,facets,title,authors,oa_url,key
1083,1.0,DEON,2023,0,0,0,0,,1,bounded-deontics,Strong Permission Bundled: First Steps,Zilu Wang; Yanjing Wang,,conf/deon/WangW23
1084,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Reasoning With and About Normative Conflicts,Kees van Berkel; Christian Straßer,,conf/deon/0002S25
1085,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Norm Avoidance and Reinforcement Learning: Definitions and Analysis,Benoît Alcaraz; Emery A. Neufeld; Amro Najjar,,conf/deon/AlcarazNN25
1086,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,deolingo: Extending Answer Set Programming with Deontic Reasoning,Pedro Cabalar; Ovidio Manteiga,,conf/deon/CabalarM25
1087,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Deontic Explanations in Åqvist&apos;s Systems,Agata Ciabattoni; Blaz Istenic Urh; Xavier Parent,,conf/deon/CiabattoniU025
1088,1.0,DEON,2025,0,0,0,0,,1,determinacy,When Judges Go Wrong: Modeling Discretion and the Duty of Care,Josephine Dik; Réka Markovich,,conf/deon/DikM25
1089,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Navigating Permission and Exceptions: A First-Order Perspective,Josephine Dik; Dominik Pichler,,conf/deon/DikP25
1090,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Normative Implications,Andrea De Domenico; Ali Farjami; Krishna Manoorkar; Alessandra Palmigiano; Mattia Panettiere; Apostolos Tzimoulis; Xiaolong Wang,,conf/deon/DomenicoFMPPTW25
1091,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Trivalent Semantics for Conditional Obligations,Paul Égré; Lorenzo Rossi; Jan Sprenger,,conf/deon/Egre0S25
1092,1.0,DEON,2025,0,0,0,0,,1,intro-executable,Formalizing flint: A Logic of Preconditions and Consequences of Actions,Thom van Gessel; Frank Goossens,,conf/deon/GesselG25
1093,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Deontic Argumentation,Guido Governatori; Antonino Rotolo,,conf/deon/GovernatoriR25
1094,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Is Moral Particularism a Problem for Rule-Based Artificial Normative Systems?,Joris Graff,,conf/deon/Graff25
1095,1.0,DEON,2025,0,0,0,0,,1,defeasible-fm,"Reasons Against, Balancing, and Defeasible Logic",Aleks Knoks,,conf/deon/Knoks25
1096,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Reasons and the Logic of Obligation,Stephan Krämer,,conf/deon/Kramer25
1097,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Deontically Constrained Policy Improvement in Reinforcement Learning Agents,Alena Makarova; Houssam Abbas,,conf/deon/MakarovaA25
1098,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Quantified Deontic STIT Logic,Edward Roussel; Stef Frijters,,conf/deon/RousselF25
1099,1.0,DEON,2025,0,0,0,0,,1,bounded-deontics,Integrating Action Choices and Well-Founded Semantics for Deontic Planning,Davide Soldà,,conf/deon/Solda25
1100,1.0,ICAIL,1999,0,0,0,0,,1,bounded-deontics,"Application of enriched deontic legal relations: Federal Rules of Civil Procedure Rule 7(a), pleadings",Layman E. Allen; Charles S. Saxon,,conf/icail/AllenS99
1101,1.0,ICAIL,1999,0,0,0,0,,1,bounded-deontics,"Precedent, deontic logic, and inheritance",John F. Horty,,conf/icail/Horty99
1102,1.0,ICAIL,1999,0,0,0,0,,1,determinacy,Developing computational models of discretion to build legal knowledge based systems,Yaakov HaCohen-Kerner; Uri J. Schild; John Zeleznikow,,conf/icail/KernerSZ99
1103,1.0,ICAIL,2003,0,0,0,0,0,1,bounded-deontics,Formal representation of the Institute of Criminal Liability,Bostjan Bercic,,conf/icail/Bercic03
1104,1.0,ICAIL,2007,0,0,0,0,0,1,bounded-deontics,Research abstracts 1: Logical structure of change of legal relations and its representation in legal knowledge base system,Hajime Yoshino,,conf/icail/Yoshino07
1105,1.0,ICAIL,2019,0,0,0,0,0,1,determinacy,Reducing Subjectivity and Bias in an Officer&apos;s Analysis of Suspicion in Drug Interdiction Stops,Arthur Crivella; Wesley M. Oliver; Morgan A. Gray,,conf/icail/CrivellaOG19
1106,1.0,ICAIL,2021,0,0,0,0,0,1,intro-executable,Labels distribution matters in performance achieved in legal judgment prediction tasks,Olivier Salaün; Philippe Langlais; Karim Benyekhlef,,conf/icail/SalaunLB21
1107,1.0,ICAIL,2023,0,0,0,0,0,1,determinacy,On the Semantic Difference of Judicial and Standard Language,Gregor Behnke; Niklas Wais,https://dl.acm.org/doi/pdf/10.1145/3594536.3595123,conf/icail/BehnkeW23
1108,1.0,ICAIL,2025,0,0,0,0,0,1,determinacy,EVENS: Equality versus Equity Notion Spectrum of LLMs,Qingjing Chen; Rongxin Cheng; Yan Liu; Ziheng Xie; Kangxin Zhao; Peiming Li; Antonino Rotolo; Yun Liu; Weixing Shen,https://doi.org/10.1145/3769126.3769262,conf/icail/ChenCLXZLA0S25
1109,1.0,ICAIL,2025,0,0,0,0,0,1,determinacy,Feasibility of Artificial Intelligence Driven Analysis in the Context of Nepalese Legal System,Abhiyan Dhakal; Sugat Sujakhu; Pranish Kafle; Kausik Paudel; Prakash Poudyal,https://doi.org/10.1145/3769126.3769249,conf/icail/DhakalSKPP25
1110,1.0,ICAIL,2025,0,0,0,0,0,1,determinacy,Decoding SEC Actions: Enforcement Trends through Analyzing Blockchain Litigation using LLM-based Thematic Factor Mapping,Junliang Luo; Xihan Xiong; William Knottenbelt; Xue Liu,https://doi.org/10.1145/3769126.3769235,conf/icail/LuoXK025
1111,1.0,ICAIL,2025,0,0,0,0,0,1,determinacy,Multi - agent Cooperative Mechanisms for Legal Adjudication: The Crucial Role of Automatic Prompt Optimization,Jiayu Ma; Shengran Wang; Yun Liu,https://doi.org/10.1145/3769126.3769213,conf/icail/MaWL25
1112,1.0,ICAIL,2025,0,0,0,0,0,1,bounded-deontics,ViNo - A Tool for the Visualisation of Norms,Bianca Steffes; Diogo Sasdelli,https://doi.org/10.1145/3769126.3769204,conf/icail/SteffesS25
1113,1.0,ICAIL,2025,0,0,0,0,0,1,determinacy,LLMs for Legal Subsumption in German Employment Contracts,Oliver Wardas; Florian Matthes,https://doi.org/10.1145/3769126.3769209,conf/icail/WardasM25
1114,1.0,JURIX,2005,0,0,0,0,,1,determinacy,Towards Modeling Systematic Interpretation of Codified Law,Matthias Grabmair; Kevin D. Ashley,,conf/jurix/GrabmairA05
1115,1.0,JURIX,2006,0,0,0,0,,1,bounded-deontics,Open and Closed Intermediaries in Normative Systems,Lars Lindahl; Jan Odelstad,,conf/jurix/LindahlO06
1116,1.0,JURIX,2013,0,0,0,0,0,1,bounded-deontics,Reflex Responsibility of Agents,Clara Smith; Antonino Rotolo; Giovanni Sartor,,conf/jurix/SmithRS13
1117,1.0,JURIX,2014,0,0,0,0,0,1,determinacy,Application of Topic Models to Judgments from Public Procurement Domain,Michal Lopuszynski,https://depot.ceon.pl/handle/123456789/5931,conf/jurix/Lopuszynski14
1118,1.0,JURIX,2015,0,0,0,0,0,1,determinacy,Towards Meaningful Maps of Polish Case Law,Michal Jungiewicz; Michal Lopuszynski,http://arxiv.org/pdf/1510.03421,conf/jurix/JungiewiczL15
1119,1.0,JURIX,2017,0,0,0,0,0,1,bounded-deontics,Timed Contract Compliance Under Event Timing Uncertainty,María-Emilia Cambronero; Luis Llana; Gordon J. Pace,https://doi.org/10.3233/978-1-61499-838-9-33,conf/jurix/CambroneroLP17
1120,1.0,JURIX,2017,0,0,0,0,0,1,determinacy,Argument Schemes for Discussing Bayesian Modellings of Complex Criminal Cases,Henry Prakken,,conf/jurix/Prakken17
1121,1.0,JURIX,2019,0,0,0,0,,1,intro-executable,On the Optimized Utilization of Smart Contracts in DLTs from the Perspective of Legal Representation and Legal Reasoning,Liuwen Yu,,conf/jurix/Yu19
1122,1.0,JURIX,2020,0,0,0,0,0,1,bounded-deontics,Monitoring and Enforcement as a Second-Order Guidance Problem,Giovanni Sileno; Alexander Boer; Tom M. van Engers,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200877,conf/jurix/SilenoBE20
1123,1.0,JURIX,2024,0,0,0,0,0,1,intro-executable,DIREGA - Building Decision Support for German Register Law,Axel Adrian; Osman Anil Basaran; Nathan Dykes; Stephanie Evert; Michael Gritz; Merlin Humml; Michael Kohlhase; Johannes Lindner; Andreas Maier; Stephan Prettner; Max Rapp; Lutz Schröder; Verena Stürmer,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241269,conf/jurix/AdrianBDEGHKLMP24
1124,1.0,JURIX,2024,0,0,0,0,0,1,intro-executable,Decision Support in Law: From Formalizing Rules to Reasoning with Justification,Jeremy Bouche-Pillon; Nathalie Aussenac-Gilles; Yannick Chevalier; Pascale Zaraté,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241231,conf/jurix/Bouche-PillonAC24
1125,1.0,JURIX,2024,0,0,0,0,0,1,defeasible-fm,Annotating Legal Argument Schemes: A Parametric Approach,F. J. A. Goossens; H. J. Plug; Jean H. M. Wagemans,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241257,conf/jurix/GoossensPW24
1126,1.0,JURIX,2025,0,0,0,0,0,1,bounded-deontics,JuriDiscovery: Automated Analysis of Legal Dispute Triggered by Public Policies Using Artificial Intelligence. A Case Study Applied to the Individual Microentrepreneur,Loreane Brandizzi; Guilherme Rodrigues,https://doi.org/10.3233/faia251573,conf/jurix/BrandizziR25
1127,1.0,JURIX,2025,0,0,0,0,0,1,bounded-deontics,Unconstitutionality Prevention in Bills Using Hybrid AI,Michele Corazza; Pier Francesco Bresciani; Generoso Longo; Faria Ferooz; Salvatore Sapienza; Monica Palmirani,https://doi.org/10.3233/faia251574,conf/jurix/CorazzaBLFSP25
1128,1.0,JURIX,2025,0,0,0,0,0,1,cnl,Extracting Unwritten Sentencing Rules from Czech Higher Courts&apos; Verdicts,Tomás Knap,https://doi.org/10.3233/faia251623,conf/jurix/Knap25
1129,1.0,JURIX,2025,0,0,0,0,0,1,determinacy,A GraphRAG Approach to Enhancing the Ability of Causal Reasoning in Autonomous Driving Cases,Jia Liu; Xingtong Chen,https://doi.org/10.3233/faia251625,conf/jurix/LiuC25
1130,1.0,JURIX,2025,0,0,0,0,0,1,determinacy,The Result Model Under Inconsistent Knowledge: Theory and Experiments,Yoann Morello; Agata Ciabattoni; Morgan Gray,https://doi.org/10.3233/faia251583,conf/jurix/MorelloCG25
1131,1.0,JURIX,2025,0,0,0,0,0,1,bounded-deontics,Multilingual Legislative Definitions Retrieval and Generation Using LLM and Agentic AI,Leonardo Zilli; Michele Corazza; Monica Palmirani; Salvatore Sapienza,https://doi.org/10.3233/faia251593,conf/jurix/ZilliCPS25
1132,1.0,JURIX,2025,0,0,0,0,0,1,bounded-deontics,From Court Decisions to Guiding Principles: Advancing Complex Legal Summarization with LLMs,May Myo Zin; Ken Satoh; Georg Borges,https://doi.org/10.3233/faia251612,conf/jurix/ZinSB25
1133,0.99,ICAIL,2009,0,0,0,0,26,0,,Query-based opinion summarization for legal blog entries,Jack G. Conrad; Jochen L. Leidner; Frank Schilder; Ravi Kondadadi,http://www.conradweb.org/~jackg/pubs/ICAIL09_Conrad.pdf,conf/icail/ConradLSK09
1134,0.97,DEON,2006,0,0,0,1,3,0,,Don&apos;t Ever Do That! Long-Term Duties in PDeL,Jesse Hughes; Lambèr M. M. Royakkers,,conf/deon/HughesR06
1135,0.97,ICAIL,1993,0,0,0,1,3,0,,Identification of Implicit Legal Requirements with Legal Abstract Knowledge,Seiichiro Sakurai; Hajime Yoshino,https://dl.acm.org/doi/pdf/10.1145/158976.159013,conf/icail/SakuraiY93
1136,0.97,ICAIL,2003,0,0,0,1,3,0,,Intelligent Computer Evaluation of Offender&apos; Previous Record,Uri J. Schild; Ruth Kannai,,conf/icail/SchildK03
1137,0.97,ICAIL,2007,0,0,0,1,3,0,,Essential deduplication functions for transactional databases in law firms,Jack G. Conrad; Edward L. Raymond,,conf/icail/ConradR07
1138,0.97,ICAIL,2021,0,0,0,0,24,0,,BERT-based ensemble methods with data augmentation for legal textual entailment in COLIEE statute law task,Masaharu Yoshioka; Yasuhiro Aoki; Youta Suzuki,,conf/icail/YoshiokaAS21
1139,0.97,JURIX,2009,0,0,0,1,3,0,,Automated Handling of Amending Documents and Resulting Consolidations,Emile de Maat; Saskia van de Ven; Radboud Winkels; Tom M. van Engers,,conf/jurix/MaatVWE09
1140,0.97,JURIX,2011,0,0,0,1,3,0,,Implementing Compliance Controls in Public Administration,Alexander Boer; Tom M. van Engers,,conf/jurix/BoerE11
1141,0.97,JURIX,2013,0,0,0,1,3,0,,From Information Retrieval (IR) to Argument Retrieval (AR) for Legal Cases: Report on a Baseline Study,Kevin D. Ashley; Vern R. Walker,,conf/jurix/AshleyW13
1142,0.97,JURIX,2016,0,0,0,1,3,0,,A Text Similarity Approach for Automated Transposition Detection of European Union Directives,Rohan Nanda; Luigi Di Caro; Guido Boella,http://hdl.handle.net/2318/1641218,conf/jurix/NandaCB16
1143,0.97,JURIX,2016,0,0,0,1,3,0,,Building a Corpus of Multi-Lingual and Multi-Format International Investment Agreements,Kyoko Sugisaki; Martin Volk; Rodrigo Polanco; Wolfgang Alschner; Dmitriy Skougarevskiy,https://www.zora.uzh.ch/id/eprint/127362/1/SUGISAKI_32.pdf,conf/jurix/SugisakiVPAS16
1144,0.97,JURIX,2017,0,0,0,1,3,0,,Utilizing Vector Space Models for Identifying Legal Factors from Text,Mohammad Hassan Falakmasir; Kevin D. Ashley,,conf/jurix/FalakmasirA17
1145,0.97,JURIX,2019,0,0,0,1,3,0,,Computer-Assisted Creation of Boolean Search Rules for Text Classification in the Legal Domain,Hannes Westermann; Jaromír Savelka; Vern R. Walker; Kevin D. Ashley; Karim Benyekhlef,https://doi.org/10.3233/faia190313,conf/jurix/WestermannSWAB19
1146,0.97,JURIX,2023,0,0,0,1,3,0,,Re-Framing Case Law Citation Prediction from a Paragraph Perspective,Henrik Palmer Olsen; Nicolas Garneau; Yannis Panagis; Johan Lindholm; Anders Søgaard,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230982,conf/jurix/OlsenGPLS23
1147,0.94,ICAIL,2019,0,0,0,0,22,0,,Statute Law Information Retrieval and Entailment,Mi-Young Kim; Juliano Rabelo; Randy Goebel,https://dl.acm.org/doi/pdf/10.1145/3322640.3326742,conf/icail/KimRG19
1148,0.88,ICAIL,1995,0,0,0,1,2,0,,Case Reconstruction Before Assessment,Henk de Bruijn; Radboud Winkels,https://dl.acm.org/doi/pdf/10.1145/222092.222248,conf/icail/BruijnW95
1149,0.88,ICAIL,2001,0,0,0,1,2,0,,AustLII&apos;s Aide - Natural language legislative rulebases,Russell Allen; Philip Chung; Andrew Mowbray; Graham Greenleaf,,conf/icail/AllenCMG01
1150,0.88,ICAIL,2007,0,0,0,0,18,0,,The legal crisis of next generation robots: on safety intelligence,Yueh-Hsuan Weng; Chien-Hsun Chen; Chuen-Tsai Sun,,conf/icail/WengCS07
1151,0.88,ICAIL,2009,0,0,0,0,18,0,,Improving the comprehension of legal documentation: the case of patent claims,Nadjet Bouayad-Agha; Gerard Casamayor; Gabriela Ferraro; Simon Mille; Vanesa Vidal; Leo Wanner,,conf/icail/Bouayad-AghaCFMVW09
1152,0.88,ICAIL,2011,0,0,0,1,2,0,,Intelligent tools for managing legal choices,Marc Lauritsen,,conf/icail/Lauritsen11
1153,0.88,ICAIL,2013,0,0,0,1,2,0,,Intelligent trademark analysis: experiments in large-scale evaluation of real-world legal AI,Anna Ronkainen,,conf/icail/Ronkainen13
1154,0.88,JURIX,2013,0,0,0,1,2,0,,Modeling Collections of French Local Administration Documents,Nada Mimouni; Sylvie Salotti; Ève Paul,,conf/jurix/MimouniSP13
1155,0.88,JURIX,2021,0,0,0,0,18,0,,An Information Retrieval Pipeline for Legislative Documents from the Brazilian Chamber of Deputies,Ellen Souza; Douglas Vitório; Gyovana Moriyama; Luiz Santos; Lucas Martins; Mariana Souza; Márcio Fonseca F. da Silva; Nádia Félix; André C. P. L. F. de Carvalho; Hidelberg Oliveira Albuquerque; Adriano L. I. Oliveira,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210326,conf/jurix/0001VMSMSSFCAO21
1156,0.88,JURIX,2022,0,0,0,1,2,0,,Legal Text Summarization Using Argumentative Structures,Bianca Steffes; Piotr Ryszard Rataj,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220474,conf/jurix/SteffesR22
1157,0.88,JURIX,2024,0,0,0,1,2,0,,Getting in the Door: Streamlining Intake in Civil Legal Services with Large Language Models,Quinten Steenhuis; Hannes Westermann,https://doi.org/10.3233/faia241242,conf/jurix/SteenhuisW24
1158,0.87,ICAIL,2021,0,0,0,0,17,0,,Using transformers to improve answer retrieval for legal questions,Andrew Vold; Jack G. Conrad,,conf/icail/VoldC21
1159,0.87,JURIX,2014,0,0,0,0,17,0,,Fighting Organized Crime Through Open Source Intelligence: Regulatory Strategies of the CAPER Project,Pompeu Casanovas; Juan Arraiza Irujo; Felipe Melero; Jorge González-Conejero; Gila Molcho; Montse Cuadros,https://ddd.uab.cat/record/143921,conf/jurix/CasanovasIMGMC14
1160,0.85,ICAIL,2009,0,0,0,0,16,0,,An Ontology-Based Decision Support System for Judges,Pompeu Casanovas; Nuria Casellas; Joan-Josep Vallbé,,conf/icail/CasanovasCV09
1161,0.85,ICAIL,2015,0,0,0,0,16,0,,A study of query reformulation for patent prior art search with partial patent applications,Mohamed Reda Bouadjenek; Scott Sanner; Gabriela Ferraro,https://hal-lirmm.ccsd.cnrs.fr/lirmm-01134828/document,conf/icail/BouadjenekSF15
1162,0.85,JURIX,2013,0,0,0,0,16,0,,Ontology-driven Data Acquisition: Intelligent Support to Legal ODR Systems,Gaia Arosio; Giuliana Bagnara; Nicola Capuano; Elisabetta Fersini; Daniele Toti,,conf/jurix/ArosioBCFT13
1163,0.85,JURIX,2018,0,0,0,0,16,0,,A Question Answering System on Regulatory Documents,Diego Collarana; Timm Heuss; Jens Lehmann; Ioanna Lytra; Gaurav Maheshwari; Rostislav Nedelchev; Thorsten Schmidt; Priyansh Trivedi,https://doi.org/10.3233/978-1-61499-935-5-41,conf/jurix/CollaranaHLLMNS18
1164,0.85,JURIX,2023,0,0,0,0,16,0,,Using Large Language Models to Support Thematic Analysis in Empirical Legal Studies,Jakub Drápal; Hannes Westermann; Jaromír Savelka,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230965,conf/jurix/DrapalWS23
1165,0.83,ICAIL,2007,0,0,0,0,15,0,,The search problem posed by large heterogeneous data sets in litigation: possible future approaches to research,Jason R. Baron; Paul Thompson,,conf/icail/BaronT07
1166,0.83,JURIX,2009,0,0,0,0,15,0,,The Legal Precedent in Online Dispute Resolution,Davide Carneiro; Paulo Novais; Francisco Andrade; John Zeleznikow; José Neves,http://hdl.handle.net/1822/19082,conf/jurix/CarneiroNAZN09
1167,0.81,ICAIL,2021,0,0,0,0,14,0,,Process mining-enabled jurimetrics: analysis of a Brazilian court&apos;s judicial performance in the business law processing,Adriana Jacoto Unger; José Francisco dos Santos Neto; Marcelo Fantinato; Sarajane Marques Peres; Julio Trecenti; Renata Hirota,,conf/icail/UngerNFPTH21
1168,0.79,ICAIL,2003,0,0,0,0,13,0,,Creation of an Expert Witness Database Through Text Mining,Christopher Dozier; Peter Jackson; Xi S. Guo; Mark Chaudhary; Yohendran Arumainayagam,,conf/icail/DozierJGCA03
1169,0.79,ICAIL,2003,0,0,0,0,13,0,,Concept Extraction from Legal Cases: The Use of a Statistic of Coincidence,Marie-Francine Moens; Roxana Angheluta,,conf/icail/MoensA03
1170,0.79,ICAIL,2011,0,0,0,0,13,0,,Applying key phrase extraction to aid invalidity search,Manisha Verma; Vasudeva Varma,,conf/icail/VermaV11
1171,0.79,JURIX,2009,0,0,0,0,13,0,,Network Analysis of the French Environmental Code,Romain Boulet; Pierre Mazzega; Danièle Bourcier,https://arxiv.org/pdf/1201.1259,conf/jurix/BouletMB09
1172,0.79,JURIX,2015,0,0,0,0,13,0,,Temporal Properties of Legal Decision Networks: A Case Study from the International Criminal Court,Fabien Tarissan; Raphaëlle Nollez-Goldbach,https://hal.science/hal-01217997,conf/jurix/TarissanN15
1173,0.77,ICAIL,2023,0,0,0,0,12,0,,Argument Mining with Graph Representation Learning,Gechuan Zhang; Paul Nulty; David Lillis,https://doi.org/10.1145/3594536.3595152,conf/icail/ZhangNL23
1174,0.76,ICAIL,1987,0,0,0,1,1,0,,Reasoning about &apos;hard&apos; Cases in Talmudic Law,S. S. Weiner,,conf/icail/Weiner87
1175,0.76,ICAIL,1997,0,0,0,1,1,0,,Bringing IT Support for Legislative Drafting one Step Further: From Drafting Dupport to Design Assistance (Abstract),Wim Voermans; Robert W. van Kralingen,,conf/icail/VoermansK97
1176,0.76,ICAIL,2005,0,0,0,1,1,0,,Conclusion of contracts by electronic agents,Christoph Sorge,,conf/icail/Sorge05
1177,0.76,ICAIL,2019,0,0,0,1,1,0,,Legal Knowledge Representation Using a Faceted Scheme,Michelle Cumyn; Günter Reiner; Sabine Mas; David Lesieur,,conf/icail/CumynRML19
1178,0.76,JURIX,2010,0,0,0,1,1,0,,An alternative method for computerized legal text restructuring,Ermo Täks; Ahti Lohk,,conf/jurix/TaksL10
1179,0.76,JURIX,2013,0,0,0,1,1,0,,Flexible Processing and Classification for eDiscovery,Daniel Krasner; Ian Langmore,,conf/jurix/KrasnerL13
1180,0.76,JURIX,2018,0,0,0,1,1,0,,Analysing the Impact of Legal Change Through Case Classification,Roos Slingerland; Alexander Boer; Radboud Winkels,https://doi.org/10.3233/978-1-61499-935-5-121,conf/jurix/SlingerlandBW18
1181,0.76,JURIX,2019,0,0,0,1,1,0,,Verifying Meaning Equivalence in Bilingual International Treaties,Linyuan Tang; Kyo Kageura,https://doi.org/10.3233/faia190311,conf/jurix/TangK19
1182,0.76,JURIX,2023,0,0,0,1,1,0,,"LawGiBa - Combining GPT, Knowledge Bases, and Logic Programming in a Legal Assistance System",Ha Thanh Nguyen; Randy Goebel; Francesca Toni; Kostas Stathis; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230991,conf/jurix/NguyenGTSS23
